;Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
19846;201300022009;13;5;19;1715;1;2;1;2.0;6;151;10, CALLAC (ROUTE DE);M;4857502.0;-381937.0;290
19847;201300022010;13;5;20;1150;1;2;1;1.0;6;151;09, CARNOT (RUE);M;4857741.0;-382713.0;290
19848;201300022011;13;5;26;1400;1;1;1;1.0;1;151;151, BAS DE LA RIVIERE (;M;4858930.0;-383794.0;290
19849;201300022012;13;5;15;925;1;2;1;2.0;4;151;MONNET (RUE JEAN);M;4858671.0;-380570.0;290
19850;201300022013;13;6;7;1710;1;2;1;1.0;6;151;6, CARNOT (RUE);M;4857742.0;-382716.0;290
19851;201300022014;13;6;21;208;3;1;1;1.0;7;254;KERIVIN (LIEU DIT);M;4855983.0;-384714.0;290
19852;201300022015;13;9;11;1315;1;1;1;1.0;7;254;REO (BOULEVARD DE);M;4856548.0;-384631.0;290
19853;201300022016;13;9;10;1350;1;2;1;1.0;2;254;30, ROPARTZ (RUE GUY);M;4858039.0;-384505.0;290
19854;201300022017;13;11;20;1900;5;2;2;6.0;3;151;0, STRAJA (RUE DE);M;4858777.0;-381374.0;290
19855;201300022018;13;11;22;25;5;2;9;8.0;6;151;VIERGE NOIRE (RUE DE LA);M;4858907.0;-382882.0;290
19856;201300022019;13;12;1;2140;4;2;1;1.0;6;151;LEON (QUAI DE);M;4858350.0;-383436.0;290
19857;201300022020;13;2;5;1145;1;1;1;4.0;6;422;;M;4801676.0;509760.0;520
19858;201300022021;13;2;23;745;1;1;1;1.0;7;312;;M;4788547.0;522283.0;520
19859;201300022022;13;3;18;1715;1;1;1;1.0;2;432;;M;4793638.0;529328.0;520
19860;201300022023;13;7;21;815;1;1;1;1.0;6;163;;M;4795541.0;537739.0;520
19861;201300022024;13;7;25;1100;1;1;1;1.0;2;399;;M;4808108.0;486684.0;520
19862;201300022025;13;8;9;1000;1;1;1;1.0;6;14;mis milieu;M;4777081.0;519948.0;520
19863;201300022026;13;8;14;1115;1;1;1;1.0;6;111;;M;4795370.0;536620.0;520
19864;201300022027;13;9;14;2030;3;1;1;1.0;3;410;;M;0.0;0.0;520
19865;201300022028;13;9;20;100;3;1;1;1.0;6;27;;M;4774712.0;519426.0;520
19866;201300022029;13;11;21;15;3;1;1;4.0;7;14;;M;4774900.0;519351.0;520
19867;201300022030;13;12;14;415;3;1;1;9.0;2;27;;M;4771967.0;519088.0;520
19868;201300022031;13;12;30;1015;1;1;1;1.0;6;469;;M;4803666.0;507183.0;520
19869;201300022032;13;9;30;1630;1;1;1;1.0;3;690;GN 49.101 6.715;M;0.0;0.0;570
19870;201300022033;13;1;3;1930;5;2;1;2.0;6;238;10, R DE COUPEAUVILLE;M;4955936.0;22620.0;760
19871;201300022034;13;3;30;2030;5;2;1;1.0;6;238;R ROGER CUVELIER;M;4956296.0;23272.0;760
19872;201300022035;13;7;9;730;1;2;1;1.0;1;238;RUE DU VAL DE LA DRILLE;M;4955576.0;21595.0;760
19873;201300022036;13;11;15;115;5;2;1;8.0;7;534;CD32;M;4958588.0;21086.0;760
19874;201300022037;13;2;19;1230;1;1;1;1.0;3;46;;M;4762880.0;195734.0;410
19875;201300022038;13;4;8;1915;1;1;1;3.0;6;231;;M;4747900.0;200884.0;410
19876;201300022039;13;6;23;1715;1;1;1;3.0;2;161;;M;4751860.0;200677.0;410
19877;201300022040;13;7;7;630;2;1;1;1.0;7;46;;M;4766870.0;192267.0;410
19878;201300022042;13;9;7;1645;1;1;1;1.0;7;46;;M;4763190.0;195501.0;410
19879;201300022043;13;9;14;715;2;1;1;2.0;6;161;;M;4757300.0;200179.0;410
19880;201300022044;13;9;21;730;2;1;1;1.0;6;256;;M;4733910.0;204794.0;410
19881;201300022045;13;1;6;1900;2;2;1;1.0;7;232;FRANCE LIBRE  AVENUE DE;M;4800598.0;-409740.0;290
19882;201300022046;13;1;6;1920;4;2;1;1.0;6;232;., PLUGUFFAN ROUTE DE;M;4797661.0;-413441.0;290
19883;201300022047;13;1;11;1130;1;2;1;1.0;6;51;9-11, TREODET Rue de;M;4800640.0;-406036.0;290
19884;201300022049;13;1;12;1740;1;1;6;2.0;3;232;., TROYALAC'H  ROND POIN;M;4797897.0;-401579.0;290
19885;201300022050;13;1;15;952;1;2;1;7.0;3;232;., KERADENNEC AVENUE DE;M;4797637.0;-408155.0;290
19886;201300022051;13;1;15;1940;5;2;1;1.0;7;232;8, CONCARNEAU RUE DE;M;4799371.0;-409156.0;290
19887;201300022052;13;1;22;1155;1;1;1;1.0;2;232;30, TROYALLAC'H  ROND PO;M;4797885.0;-401521.0;290
19888;201300022053;13;1;25;1355;1;2;1;1.0;6;232;LUDUGRIS  ROND POINT DE;M;4797999.0;-412163.0;290
19889;201300022054;13;1;30;1320;1;2;1;1.0;3;232;., FRANCE BOULEVARD DE;M;4798685.0;-412824.0;290
19890;201300022057;13;2;13;1650;1;1;1;2.0;6;232;POULGUINAN BOULEVARD DE;M;4798261.0;-411958.0;290
19891;201300022058;13;2;18;1830;1;2;3;1.0;3;232;., POMPIDOU GEORGES AVEN;M;4798296.0;-407203.0;290
19892;201300022059;13;2;20;1715;1;2;1;1.0;3;232;., OISEAUX AVENUE DES;M;4799132.0;-412605.0;290
19893;201300022060;13;2;24;1605;1;2;1;1.0;7;232;19, DESCARTES RUE;M;4798684.0;-407036.0;290
19894;201300022062;13;3;3;600;4;1;1;1.0;1;51;., CIMETIERE RUE DE;M;4799540.0;-403126.0;290
19895;201300022063;13;3;3;1625;1;2;1;1.0;2;232;., FRANCE LIBRE  AVENUE;M;4800598.0;-409740.0;290
19896;201300022064;13;3;4;1300;1;2;1;1.0;3;232;., STANG BIHAN RUE DE;M;4801033.0;-410384.0;290
19897;201300022065;13;3;6;131;4;2;1;1.0;7;232;., QUINQIS CHEMIN DU;M;4797345.0;-404799.0;290
19898;201300022066;13;3;10;2000;3;1;1;3.0;6;232;., MORBIHAN AVENUE DU;M;4797857.0;-404778.0;290
19899;201300022067;13;3;13;1345;1;1;1;1.0;2;232;., KERROUE CHEMIN DE;M;4801771.0;-409042.0;290
19900;201300022068;13;3;14;750;1;1;1;1.0;7;232;5, DOUVES RUE DES;M;4799778.0;-410101.0;290
19901;201300022069;13;3;18;1215;1;1;1;1.0;6;232;11, POHER RUE DU;M;4798273.0;-410593.0;290
19902;201300022070;13;3;19;50;5;2;1;1.0;6;232;4, KEREON RUE DE;M;4799582.0;-410319.0;290
19903;201300022071;13;3;19;1715;1;1;1;4.0;1;232;., LENDU ROUTE DU;M;4794801.0;-406017.0;290
19904;201300022072;13;3;20;1715;1;1;1;1.0;7;232;., BREST ROUTE DE;M;4802313.0;-408458.0;290
19905;201300022073;13;3;22;700;2;2;1;1.0;7;232;., CONCARNEAU VIEILLE RO;M;4795759.0;-404677.0;290
19906;201300022074;13;3;24;1225;1;2;1;1.0;2;232;., PARC RUE DU;M;4799458.0;-410437.0;290
19907;201300022075;13;3;26;1840;1;2;1;1.0;7;232;., BREST RUE DE;M;4802220.0;-408417.0;290
19908;201300022076;13;3;29;1220;1;1;1;2.0;6;232;565, BENODET ROUTE DE;M;4794465.0;-407361.0;290
19909;201300022078;13;3;29;2158;3;1;1;2.0;2;232;., VOIE EXPRESS QUIMPER;M;4801644.0;-408026.0;290
19910;201300022079;13;4;5;1010;1;2;1;1.0;7;232;PROVENCE BOULEVARD DE;M;4798331.0;-412917.0;290
19911;201300022080;13;4;6;1800;1;2;1;1.0;3;232;., JUSTICES CHEMIN DES;M;4799315.0;-411917.0;290
19912;201300022081;13;4;7;1740;1;1;1;1.0;3;232;., GUENGAT ROUTE DE;M;4801359.0;-414857.0;290
19913;201300022082;13;4;11;1840;1;2;1;1.0;7;232;LOUIS LE GUENNEC;M;4798023.0;-410282.0;290
19914;201300022084;13;4;19;1345;1;2;1;1.0;1;232;FRUGY RUE DU;M;4798755.0;-410399.0;290
19915;201300022086;13;4;21;2207;3;2;1;2.0;7;232;55, CUZON  ROUTE DE;M;4801000.0;-407555.0;290
19916;201300022088;13;4;26;315;5;2;3;1.0;6;232;2, BREST RUE DE;M;4799764.0;-409759.0;290
19917;201300022089;13;4;29;1440;1;2;6;1.0;2;232;PRAT MARIA  ROND POINT D;M;4798337.0;-410396.0;290
19918;201300022090;13;4;30;1820;1;1;1;1.0;5;232;., MORBIHAN AVENUE DU;M;4797857.0;-404778.0;290
19919;201300022092;13;5;3;1400;1;1;1;1.0;1;232;., KERC' HOATCHEMIN DE;M;4798116.0;-404640.0;290
19920;201300022093;13;5;3;1650;1;2;1;1.0;7;232;37, GIRONDINS AVENUE DES;M;4799128.0;-413645.0;290
19921;201300022094;13;5;5;1545;1;2;1;1.0;1;232;., TERRE NOIRE RUE DE LA;M;4799816.0;-412854.0;290
19922;201300022095;13;5;6;1012;1;1;1;1.0;3;232;., GUENGAT ROUTE DE;M;4801359.0;-414857.0;290
19923;201300022096;13;5;6;1650;1;2;1;1.0;6;232;21, TOURBIE PLACE DE LA;M;4799909.0;-410322.0;290
19924;201300022097;13;5;9;1300;1;2;1;2.0;7;232;BENODET ROUTE DE;M;4795623.0;-408137.0;290
19925;201300022098;13;5;14;1030;1;1;1;1.0;2;232;., FLANDRES DUNKERQUE 19;M;4797928.0;-409356.0;290
19926;201300022099;13;5;15;1612;1;1;1;1.0;6;232;., Park Poullig rond poi;M;4803004.0;-408761.0;290
19927;201300022100;13;5;17;2015;2;2;1;3.0;3;232;., BENODET RUE DE;M;4798431.0;-410520.0;290
19928;201300022101;13;5;22;1700;1;1;1;1.0;7;232;., RD 770;M;4803047.0;-408710.0;290
19929;201300022102;13;5;22;2114;1;2;6;1.0;3;232;., TREQUEFFELEC  ROND PO;M;4800365.0;-408406.0;290
19930;201300022103;13;5;28;800;1;2;1;1.0;7;232;ILES  ROND POINT DES;M;4798304.0;-408863.0;290
19931;201300022104;13;5;28;1635;1;2;1;1.0;3;232;56, REMSCHEID AVENUE DE;M;4798145.0;-409631.0;290
19932;201300022105;13;5;28;1740;1;2;1;2.0;2;232;Face au 77, THEPOT YVES;M;4798844.0;-409047.0;290
19933;201300022106;13;6;2;25;5;2;1;1.0;7;232;TOURBIE PLACE DE LA;M;4799918.0;-410273.0;290
19934;201300022107;13;6;3;1736;1;2;1;1.0;7;232;., GOURMELEN ETIENNE RUE;M;4799734.0;-409509.0;290
19935;201300022108;13;6;3;1847;1;2;1;1.0;3;232;., BECHARLES  ROND POINT;M;4801608.0;-408703.0;290
19936;201300022109;13;6;6;2045;1;2;1;1.0;3;232;., PRESIDENT SADATE RUE;M;4797788.0;-409816.0;290
19937;201300022110;13;6;7;1352;1;2;9;1.0;3;232;., REMSCHEID AVENUE DE;M;4798246.0;-409274.0;290
19938;201300022111;13;6;9;615;1;2;1;1.0;7;232;19 mars 1962;M;4798818.0;-411003.0;290
19939;201300022112;13;6;9;657;1;2;1;1.0;7;232;43, TERRE NOIRE RUE DE L;M;4799692.0;-412189.0;290
19940;201300022113;13;6;17;1550;1;2;1;1.0;7;232;., MASSE  ALEXANDRE PLAC;M;4799733.0;-410010.0;290
19941;201300022114;13;6;20;830;1;1;1;8.0;6;232;195, KEREQUELLOU CHEMIN;M;4795225.0;-407453.0;290
19942;201300022115;13;6;20;1556;1;2;1;1.0;6;232;MENDES FRANCE  PIERRE AV;M;4797575.0;-412729.0;290
19943;201300022116;13;6;22;2350;5;2;1;1.0;6;232;28, FONTAINE RUE DE LA;M;4799092.0;-409147.0;290
19944;201300022117;13;6;24;1756;1;1;1;1.0;5;232;MORBIHAN AVENUE DU;M;4797857.0;-404778.0;290
19945;201300022118;13;6;28;50;3;2;1;1.0;7;232;., DUPLEIX BOULEVARD;M;4799474.0;-410123.0;290
19946;201300022120;13;6;30;1430;1;1;1;1.0;7;232;., FRANCE BOULEVARD DE;M;4798516.0;-413018.0;290
19947;201300022121;13;7;2;2005;1;2;1;2.0;3;232;27, GARE AVENUE DE LA;M;4799431.0;-409374.0;290
19948;201300022123;13;7;8;2350;5;1;6;1.0;3;232;., ERGUE ARMEL  ROND POI;M;4798337.0;-407425.0;290
19949;201300022125;13;7;11;1337;1;2;1;1.0;3;232;., EAU BLANCHE  ROND POI;M;4799060.0;-407407.0;290
19950;201300022128;13;7;14;205;4;1;1;1.0;7;51;., PEN CARN ROND POINT;M;4801207.0;-401413.0;290
19951;201300022129;13;7;18;2027;1;1;1;1.0;7;232;., TROYALLAC'H  ROND POI;M;4797556.0;-400012.0;290
19952;201300022131;13;7;23;1645;1;1;1;1.0;2;232;., TY BOS AVENUE DE;M;4797315.0;-406502.0;290
19953;201300022133;13;8;3;1940;1;2;1;1.0;1;232;., LE VIOL JACQUES AVENU;M;4799416.0;-413403.0;290
19954;201300022134;13;8;4;751;1;1;1;1.0;7;232;., VOIE EXPRESS QUIMPER;M;4801404.0;-407631.0;290
19955;201300022135;13;8;4;2030;1;1;1;1.0;7;232;., VOIE EXPRESS QUIMPER;M;4801709.0;-408086.0;290
19956;201300022136;13;8;5;1131;1;2;1;1.0;2;232;., ERGUE ARMEL  ROND POI;M;4798362.0;-407453.0;290
19957;201300022137;13;8;6;1130;1;2;1;1.0;3;232;., AMIRAL RONARC'H RUE;M;4799425.0;-410742.0;290
19958;201300022138;13;8;7;530;3;1;1;1.0;6;232;., CNO;M;4801637.0;-411461.0;290
19959;201300022139;13;8;16;1740;1;1;1;2.0;7;51;CORAY ROUTE DE;M;4802588.0;-397425.0;290
19960;201300022142;13;8;20;142;3;2;1;1.0;7;232;., ERGUE ARMEL BOULEVARD;M;4798675.0;-407391.0;290
19961;201300022143;13;8;22;550;2;1;9;1.0;6;232;BENODET ROUTE DE;M;4795623.0;-408137.0;290
19962;201300022144;13;8;22;2005;1;2;1;1.0;7;232;., PRESIDENT SADATE RUE;M;4797788.0;-409816.0;290
19963;201300022145;13;8;26;1000;1;2;1;1.0;7;232;22, TERRE NOIRE RUE DE L;M;4799611.0;-412213.0;290
19964;201300022146;13;8;28;2306;5;2;6;9.0;3;232;., TOUR D'AUVERGNE PLACE;M;4799457.0;-411001.0;290
19965;201300022147;13;8;29;821;1;1;1;1.0;7;232;., MORBIHAN AVENUE DU;M;4797806.0;-404294.0;290
19966;201300022148;13;8;30;1440;1;2;1;1.0;5;232;., LOCMARIA ALLEE DE;M;4799247.0;-410725.0;290
19967;201300022149;13;9;3;1149;1;1;1;1.0;3;232;., ROSPORDEN ROUTE DE;M;4798517.0;-404328.0;290
19968;201300022150;13;9;3;1655;1;2;1;1.0;3;232;16, LE GOFFIC CHARLES RU;M;4798432.0;-407149.0;290
19969;201300022151;13;9;5;2005;1;2;1;1.0;2;232;., Park Poullig rond poi;M;4802973.0;-408804.0;290
19970;201300022152;13;9;6;1620;1;2;1;2.0;2;232;20, SAINT DENIS AVENUE;M;4799595.0;-407896.0;290
19971;201300022153;13;9;10;836;1;1;1;1.0;6;232;., BENODET ROUTE DE;M;4795493.0;-408005.0;290
19972;201300022154;13;9;15;435;3;2;1;1.0;1;232;., ERGUE ARMEL BOULEVARD;M;4798693.0;-407406.0;290
19973;201300022155;13;9;22;1620;1;1;6;1.0;6;232;KOAD BILI Rond Point de;M;4803097.0;-408261.0;290
19974;201300022156;13;9;29;930;1;1;1;8.0;7;232;., STANGALA ROUTE DU;M;4802689.0;-406785.0;290
19975;201300022157;13;10;10;1800;1;2;1;1.0;6;232;., ROSPORDEN VIEILLE ROU;M;4798216.0;-403878.0;290
19976;201300022158;13;10;11;1830;1;2;1;1.0;3;232;., 19 MARS 1962 RUE DU;M;4798822.0;-410999.0;290
19977;201300022159;13;10;12;105;5;2;1;1.0;6;232;19, GARE AVENUE DE LA;M;4799413.0;-409280.0;290
19978;201300022160;13;10;12;1700;1;2;1;1.0;7;232;., MOCAER PIERRE RUE;M;4801095.0;-409708.0;290
19979;201300022161;13;10;14;751;1;2;1;1.0;6;232;., LAMARTINE RUE;M;4798882.0;-410361.0;290
19980;201300022162;13;10;16;858;1;2;3;2.0;3;232;., LIMERICK AVENUE DE;M;4798618.0;-408943.0;290
19981;201300022163;13;10;24;1450;1;2;6;1.0;6;232;EAU BLANCHE ROND POINT D;M;4799013.0;-407372.0;290
19982;201300022165;13;10;24;1515;1;1;1;1.0;2;51;KEROURVOIS ROUTE DE;M;4800241.0;-405058.0;290
19983;201300022166;13;10;25;1910;3;1;1;1.0;7;232;., Park Poullig rond poi;M;4803010.0;-408837.0;290
19984;201300022167;13;10;26;46;5;2;6;1.0;7;232;., FRUGY Rond-Point du;M;4798775.0;-410892.0;290
19985;201300022168;13;10;29;1052;1;2;1;1.0;2;232;BLUM  LEON RUE;M;4798650.0;-408139.0;290
19986;201300022169;13;10;29;1320;1;1;1;2.0;7;232;., BREST ROUTE DE;M;4802313.0;-408458.0;290
19987;201300022170;13;10;31;1800;2;2;1;9.0;7;232;., DE GAULLE  CHARLES PL;M;4800397.0;-409765.0;290
19988;201300022171;13;10;31;2120;5;2;3;1.0;3;232;12, BREST ROUTE DE;M;4799896.0;-409269.0;290
19989;201300022172;13;11;4;1000;1;1;1;1.0;7;232;., CUZON  ROUTE DE;M;4800713.0;-407514.0;290
19990;201300022173;13;11;4;1120;1;2;1;1.0;7;232;Boulevard de BRETAGNE;M;4798590.0;-412403.0;290
19991;201300022174;13;11;5;1030;1;1;6;2.0;2;232;., LE GUENNEC LOUIS BOUL;M;4797918.0;-409539.0;290
19992;201300022175;13;11;6;1210;1;1;1;1.0;3;232;., BRETAGNE BOULEVARD DE;M;4798590.0;-412403.0;290
19993;201300022176;13;11;11;1500;1;2;1;2.0;6;232;Rue LOUIS LE GUENNEC;M;4798003.0;-410752.0;290
19994;201300022177;13;11;12;840;1;1;1;1.0;2;232;ROUTE DE PONT L'ABBE;M;4797933.0;-412257.0;290
19995;201300022178;13;11;12;1845;5;2;6;1.0;2;232;LUDUGRIS  ROND POINT DE;M;4797980.0;-412409.0;290
19996;201300022179;13;11;21;1730;1;1;1;1.0;2;51;., ROUILLEN AVENUE;M;4799878.0;-405581.0;290
19997;201300022180;13;11;22;810;1;2;7;1.0;6;51;BALES Francois Place;M;4799671.0;-402713.0;290
19998;201300022181;13;11;22;2005;5;2;1;1.0;3;232;TOUR D'AUVERGNE RUE DE L;M;4798958.0;-408280.0;290
19999;201300022182;13;11;23;1517;1;2;6;1.0;6;232;98, PONT L'ABBE RUE DE;M;4799122.0;-411718.0;290
20000;201300022183;13;11;27;1300;1;2;1;1.0;7;232;., Pont du Theatre;M;4799513.0;-409782.0;290
20001;201300022184;13;11;27;1950;4;2;1;2.0;7;232;., PONT L'ABBE RUE DE;M;4799124.0;-411553.0;290
20002;201300022185;13;11;30;2105;5;2;1;1.0;3;232;4, FRANCE LIBRE  AVENUE;M;4800210.0;-409957.0;290
20003;201300022186;13;12;3;2105;5;2;1;1.0;3;232;4, FRANCE LIBRE  AVENUE;M;4800210.0;-409957.0;290
20004;201300022187;13;12;3;1345;1;2;1;1.0;3;232;QUINQUIS YVES RUE;M;4799563.0;-408088.0;290
20005;201300022189;13;12;6;1700;1;2;1;1.0;5;232;., BREST ROUTE DE;M;4800681.0;-408299.0;290
20006;201300022190;13;12;6;1830;5;1;1;1.0;7;232;., SEMINAIRE  ROND POINT;M;4799198.0;-411932.0;290
20007;201300022191;13;12;9;1410;1;2;2;1.0;3;232;10, DOUARNENEZ ROUTE DE;M;4799744.0;-410940.0;290
20008;201300022192;13;12;13;832;1;2;1;1.0;3;232;., KERUSTUM  ROND POINT;M;4797939.0;-409529.0;290
20009;201300022194;13;12;16;1730;5;2;1;2.0;7;232;., SEMINAIRE  ROND POINT;M;4799072.0;-412007.0;290
20010;201300022195;13;12;17;920;2;2;1;2.0;7;232;., PONTIGOU  ROND POINT;M;4800225.0;-411400.0;290
20011;201300022196;13;12;17;1314;1;2;1;2.0;7;232;., POULGUINAN BOULEVARD;M;4798342.0;-411882.0;290
20012;201300022197;13;12;19;1158;1;2;1;7.0;7;232;FRANCE BOULEVARD DE;M;4798839.0;-412643.0;290
20013;201300022199;13;12;26;950;1;2;1;2.0;7;232;., BOROSSI PAUL RUE;M;4798770.0;-412248.0;290
20014;201300022200;13;12;27;2000;2;1;1;2.0;7;232;., PONT L'ABBE ROUTE DE;M;4797888.0;-412573.0;290
20015;201300022201;13;12;28;1245;1;1;1;4.0;6;232;VOIE EXPRESS QUIMPER - B;M;4801705.0;-408081.0;290
20016;201300022202;13;3;14;1730;2;1;1;4.0;6;622;;M;0.0;0.0;570
20017;201300022203;13;5;31;1130;1;1;1;2.0;1;242;;M;4913900.0;570200.0;550
20018;201300022204;13;8;19;1545;1;1;9;1.0;6;371;;M;4919900.0;593300.0;540
20019;201300022205;13;10;12;1430;1;1;9;1.0;4;371;;M;4919898.0;592423.0;540
20020;201300022206;13;10;25;1115;1;1;1;1.0;6;242;;M;4912500.0;566800.0;550
20021;201300022207;13;6;8;1000;1;2;1;1.0;2;395;35 rue aristide briand;M;0.0;0.0;600
20022;201300022210;13;1;9;1825;3;2;2;1.0;7;7;ALBERT 1ER (RUE);M;4412589.0;407857.0;300
20023;201300022211;13;1;18;1700;2;2;1;1.0;7;7;271, BILINA (QUAI);M;4412949.0;407162.0;300
20024;201300022212;13;1;26;1715;1;2;1;1.0;5;243;CAMPELLO (AVENUE DE);M;4408159.0;407156.0;300
20025;201300022213;13;1;31;245;5;1;1;1.0;7;7;., JUIN (AVE DU MARECHAL;M;4411340.0;410689.0;300
20026;201300022214;13;2;11;1525;1;2;1;1.0;6;7;CHAPTAL ( QUAI MAX );;;;300
20027;201300022216;13;2;28;1820;1;2;2;1.0;1;7;TREPELOUP (CHEMIN DE);M;4412775.0;406557.0;300
20028;201300022217;13;3;11;1210;1;2;1;1.0;6;7;., CHAPTAL ( QUAI MAX );;;;300
20029;201300022218;13;3;12;1145;1;2;1;1.0;2;243;GAULLE (AVENUE DU GAL DE;M;4408674.0;407763.0;300
20030;201300022219;13;3;13;1130;1;2;1;1.0;3;7;., BOISSIER DE SAUVAGE;;;;300
20031;201300022220;13;5;13;1740;1;2;2;1.0;3;7;492, BAGNOLS (ROUTE DE);M;4413063.0;410906.0;300
20032;201300022221;13;5;14;2105;5;2;1;1.0;2;7;02, FAUBOURG D'AUVERGNE;M;4412749.0;407896.0;300
20033;201300022222;13;5;24;820;1;2;1;1.0;2;7;., MAS D'HOURS (QUAI DU);;;;300
20034;201300022223;13;5;28;2045;2;1;1;1.0;7;243;2720, MOULIN (AVENUE J.);M;4406177.0;408965.0;300
20035;201300022224;13;5;29;1930;1;2;1;1.0;2;7;., SERRES (AVE OLIVIER D;;;;300
20036;201300022225;13;6;10;1220;1;2;1;1.0;2;7;., THOREZ (AVE MAURICE);;;;300
20037;201300022226;13;6;14;1530;1;2;1;1.0;5;7;., ALSACE (ROUTE D');;;;300
20038;201300022227;13;7;1;1445;1;2;1;1.0;3;7;., BLANC (BD LOUIS);M;4412395.0;408033.0;300
20039;201300022228;13;7;9;1830;1;2;1;1.0;3;7;., PERI (PLACE GABRIEL);M;4412129.0;407967.0;300
20040;201300022229;13;7;15;1420;1;2;1;1.0;3;7;., CROUPILLAC (AVE DE);;;;300
20041;201300022231;13;8;6;1220;1;2;1;1.0;7;7;01, MOULIN (GRAND' RUE J;M;4412587.0;407348.0;300
20042;201300022232;13;8;7;1110;1;2;1;2.0;4;7;., JUIN (AVE DU MARECHAL;;;;300
20043;201300022233;13;8;13;1730;1;1;1;1.0;1;7;., FRANCEZON (CHEMIN DE);;;;300
20044;201300022234;13;8;14;1315;1;2;1;1.0;7;7;., BLANC (BD LOUIS);M;4412618.0;407991.0;300
20045;201300022235;13;8;16;1240;1;2;1;1.0;7;7;222, ANDUZE (VIEILLE ROU;M;4410897.0;407896.0;300
20046;201300022236;13;8;16;1500;1;1;1;1.0;3;7;CASSIN (RUE RENE);;;;300
20047;201300022237;13;9;1;2055;5;2;1;1.0;4;7;., JUIN (AVE DU MARECHAL;;;;300
20048;201300022238;13;8;31;1648;1;2;1;1.0;1;7;., LUMIERES (AVE DES FRE;;;;300
20049;201300022239;13;8;26;1710;1;2;1;1.0;6;7;5, BLANC (BD LOUIS);M;4412614.0;407998.0;300
20050;201300022240;13;9;5;1734;1;2;1;1.0;6;7;., DUMAS (AVE JEAN-BAPTI;;;;300
20051;201300022241;13;9;13;1525;1;2;1;1.0;3;7;., CLAVIERES (AVE DE);M;4413435.0;408914.0;300
20052;201300022242;13;9;20;1030;1;2;1;1.0;3;7;., BILINA (QUAI);;;;300
20053;201300022243;13;10;4;2224;5;1;1;2.0;2;7;., 2X2 VOIES (ROND POINT;;;;300
20054;201300022244;13;10;15;1130;1;2;1;2.0;3;7;6, PERRIN (RUE JEAN);M;4414455.0;409828.0;300
20055;201300022245;13;10;25;1720;1;2;1;1.0;6;7;., SERRES (AVE OLIVIER D;;;;300
20056;201300022246;13;11;24;1255;1;2;3;1.0;3;7;., TALABOT (BOULEVARD);M;4412702.0;407817.0;300
20057;201300022248;13;12;6;750;1;1;1;1.0;2;243;552, DRAILLE (ROUTE DE L;M;4407663.0;407162.0;300
20058;201300022249;13;12;24;1040;1;2;1;2.0;2;7;., BAGNOLS (ROUTE DE);M;4412957.0;410619.0;300
20059;201300022251;13;12;19;726;5;2;1;2.0;3;7;., GRABIEUX (ROUTE DU PO;;;;300
20060;201300022252;13;1;7;2105;5;2;1;1.0;6;28;1, GARE S.N.C.F. (PLACE;M;4416156.0;462648.0;300
20061;201300022253;13;2;16;1400;1;2;2;1.0;3;28;BOURDILHAN (CHEMIN DE);M;4414621.0;461750.0;300
20062;201300022254;13;3;4;1545;1;2;3;1.0;3;28;ANCYSE (AVENUE DEL');M;4416042.0;460913.0;300
20063;201300022255;13;3;22;1840;1;2;1;1.0;2;28;24, MAYRE (AVENUE DE LA);M;4415632.0;462236.0;300
20064;201300022256;13;4;12;1200;1;1;2;1.0;3;28;NIMES (ROUTE DE);M;4415479.0;461263.0;300
20065;201300022257;13;4;12;1150;1;2;1;1.0;6;28;ALPHONSE DAUDET (AVENUE);M;4415479.0;461263.0;300
20066;201300022258;13;4;27;1425;1;2;1;2.0;6;28;MALRAUX (ROND POINT);M;4415499.0;461659.0;300
20067;201300022259;13;5;5;725;2;2;1;1.0;6;28;27, NIMES (ROUTE DE);M;4414902.0;461567.0;300
20068;201300022260;13;5;7;1340;1;2;1;1.0;2;28;MAYRE (AVENUE DE LA);M;4415689.0;462277.0;300
20069;201300022261;13;5;21;1905;1;2;1;1.0;6;28;ROUTE DE PONT SAINT ESPR;;;;300
20070;201300022262;13;7;17;806;1;2;1;1.0;6;28;170, CARMIGNAN (CHEMIN D;M;4417251.0;462217.0;300
20071;201300022263;13;6;2;600;1;2;1;1.0;6;28;ALES (ROUTE D');M;4416707.0;461211.0;300
20072;201300022264;13;6;6;1350;1;2;1;1.0;2;28;1, DAUDET (AVENUE ALPHON;M;4416078.0;461817.0;300
20073;201300022266;13;7;17;840;1;2;1;1.0;2;28;1, AURIOL (AVENUE VINCEN;M;4416051.0;461817.0;300
20074;201300022267;13;7;27;935;1;2;1;1.0;6;28;46, NIMES (ROUTE DE);M;4415231.0;461616.0;300
20075;201300022268;13;8;26;1730;1;2;1;1.0;6;28;1, HUIT MAI (RUE DU);M;4415501.0;461604.0;300
20076;201300022269;13;7;19;845;1;2;1;1.0;3;28;PONT SAINT ESPRIT (ROUTE;;;;300
20077;201300022270;13;9;14;1720;1;2;3;1.0;3;28;70, NIMES (RTE DE);M;4414952.0;461575.0;300
20078;201300022271;13;8;31;920;1;2;1;1.0;6;28;1, LANGEVIN (AVENUE PAUL;M;4416518.0;461984.0;300
20079;201300022272;13;9;14;1610;1;2;1;1.0;2;28;00, CARMIGNAN (CHEMIN DE;;;;300
